"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500","iteration_1550","iteration_1600","iteration_1650","iteration_1700","iteration_1750","iteration_1800","iteration_1850","iteration_1900","iteration_1950","iteration_2000","iteration_2050","iteration_2100","iteration_2150","iteration_2200","iteration_2250","iteration_2300","iteration_2350","iteration_2400","iteration_2450","iteration_2500","iteration_2550","iteration_2600","iteration_2650","iteration_2700","iteration_2750","iteration_2800","iteration_2850","iteration_2900","iteration_2950","iteration_3000"
"370210055.1",1,1,4,1,1,1,11,11,5,12,2,12,13,2,2,2,2,2,3,3,11,4,4,11,11,3,3,3,6,6,9,3,3,3,3,3,3,3,3,1,1,1,1,1,13,13,13,13,13,13,13,13,13,13,13,13,1,1,1,1,1
"370510G2E-2",12,12,2,8,5,6,8,3,10,6,11,1,9,5,3,12,6,1,9,6,13,12,13,13,5,12,11,11,13,7,7,2,7,11,6,7,11,10,10,2,2,4,4,12,12,12,12,12,12,6,2,2,5,5,5,5,5,2,12,2,12
"370130PANTE",6,2,12,13,9,5,6,10,6,13,5,8,8,8,8,13,5,13,13,13,7,13,9,9,2,5,13,13,10,11,2,11,11,12,7,6,2,2,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,7,7,7,7,7,4
"370210068.1",1,1,4,1,1,1,11,11,5,12,2,12,13,2,2,2,2,2,3,3,11,4,4,11,11,3,3,3,6,6,9,3,3,3,3,3,3,3,3,1,1,1,1,1,13,13,13,13,13,13,13,13,13,13,13,13,1,1,1,1,1
"37171000010",2,4,6,6,10,13,12,5,2,5,12,4,12,1,1,4,3,3,6,2,12,1,6,6,8,6,8,6,3,3,5,6,6,13,5,1,5,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1,13,13,13,13,13
"37071000044",7,7,1,10,3,11,2,1,11,9,9,9,11,7,9,3,1,6,11,11,3,7,1,1,4,8,1,7,8,1,8,7,10,10,9,10,9,1,1,3,3,3,3,3,3,3,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10
"37071000043",7,7,1,10,3,11,2,1,11,9,9,9,11,7,11,3,1,11,11,11,3,7,1,1,4,8,1,8,9,1,8,7,10,10,9,10,9,1,1,3,3,3,3,3,3,3,9,9,9,9,9,9,9,10,10,10,13,13,13,13,13
"37071000042",7,7,7,10,3,11,2,1,11,11,9,9,11,7,11,9,1,11,11,11,3,7,1,1,4,8,1,7,8,1,8,7,10,10,9,10,9,1,1,3,3,3,3,3,3,3,9,9,9,9,9,9,9,10,10,10,13,13,13,13,13
"37071000041",7,7,1,10,3,11,2,1,11,9,9,9,11,7,9,3,1,6,11,11,3,7,1,1,4,8,1,7,8,1,8,7,10,10,9,10,9,1,1,3,3,3,3,3,3,3,9,9,9,9,9,9,9,10,10,10,13,13,13,13,13
"37147000401",6,2,12,13,9,5,6,10,6,13,5,5,8,8,8,13,5,13,13,13,7,12,13,9,2,5,11,11,10,11,2,11,11,11,6,6,2,2,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,7,7,7,7,7,4
"37071000040",7,7,1,10,3,11,2,1,11,9,9,9,11,7,11,3,1,11,11,11,3,7,1,1,4,8,1,7,8,1,8,7,10,10,9,10,9,1,1,3,3,3,3,3,3,3,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10
"37037ESC114",4,10,13,12,6,4,13,12,4,1,4,2,4,12,12,6,8,8,7,7,8,8,7,10,7,7,10,10,12,5,3,5,12,5,2,11,13,11,11,11,9,8,9,9,2,2,10,2,2,2,2,2,5,5,5,3,5,2,12,2,12
"37103000P06",9,3,3,5,2,2,10,6,6,10,11,5,5,8,5,5,6,7,10,9,9,13,2,2,2,2,5,5,5,11,2,11,11,11,6,7,6,6,2,10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,12,4,4,4,7
"3710900WP32",5,7,1,10,3,10,2,1,11,9,9,9,11,7,9,9,9,11,2,11,3,11,11,4,4,1,6,8,9,9,8,7,13,6,9,8,8,8,13,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1,13,13,13,13,13
"37103000P05",9,3,12,5,2,2,9,10,6,10,10,8,5,8,5,5,6,7,10,9,9,13,9,9,2,5,13,13,10,11,2,11,11,11,6,6,2,2,2,10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,12,4,4,4,7
"37103000P04",9,3,3,5,13,2,9,8,8,10,10,8,5,8,5,5,6,7,13,13,7,13,9,9,2,5,13,13,10,11,2,11,11,12,6,6,2,2,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,12,4,4,4,7
"37103000P03",9,3,3,5,2,2,10,6,6,10,10,5,5,8,5,5,6,7,10,9,9,13,9,2,2,2,5,5,5,11,2,11,11,11,6,7,2,2,2,10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,12,4,4,4,7
"37103000P02",9,3,3,5,2,2,10,6,6,10,11,5,5,8,5,13,6,7,10,9,9,13,9,2,2,12,11,11,10,11,2,11,11,11,6,7,2,2,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,12,4,4,4,7
"37065000801",6,2,12,9,9,5,6,10,3,13,5,5,3,8,8,13,5,13,13,13,13,12,13,9,5,5,13,13,10,11,2,11,11,11,7,6,11,10,10,2,2,4,4,12,12,12,12,12,12,12,12,12,12,12,12,7,7,7,7,7,4
"37103000P01",9,3,3,5,2,5,9,10,6,13,11,5,5,8,5,13,6,7,10,9,9,13,9,2,2,12,11,11,10,11,2,11,11,11,6,6,2,2,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,12,4,4,4,7
"37103000P07",9,3,12,5,13,2,9,8,8,10,10,8,5,9,5,5,13,7,10,9,9,13,9,9,2,5,5,5,5,10,1,1,1,1,12,12,2,2,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,12,4,4,4,7
"3706100MAGN",12,12,2,13,2,6,9,6,8,10,11,8,9,5,5,5,6,1,10,6,13,12,13,13,5,12,11,11,13,7,7,2,7,11,6,7,6,6,2,2,2,4,4,12,12,12,12,12,12,6,2,5,2,2,2,2,2,5,5,5,5
"371190107.1",8,11,11,11,3,7,2,2,7,11,7,9,11,7,11,9,1,6,11,11,3,7,1,1,4,1,1,7,8,1,8,7,10,10,9,10,9,1,1,3,3,3,3,3,3,3,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10
"3703100MCRK",6,2,12,5,13,2,9,8,8,10,5,8,5,9,8,5,5,13,13,13,7,13,9,9,9,5,13,13,10,11,2,11,11,12,7,6,2,2,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,5,5,5,5
"3714100CT03",9,3,3,5,13,2,8,3,10,10,10,1,5,9,5,5,13,7,10,9,9,9,2,2,9,2,5,5,5,10,1,1,1,1,12,12,6,6,2,10,10,10,8,8,8,8,8,5,5,5,5,5,2,2,2,2,2,5,5,5,5
"3707700TYHO",10,10,5,3,6,9,3,13,13,4,3,11,4,10,4,11,7,10,4,10,8,8,10,12,12,13,12,2,11,4,4,12,5,7,11,2,4,7,7,6,6,9,12,6,4,4,4,4,4,4,4,4,4,4,4,4,4,12,2,12,2
"3716300KFRK",12,12,2,5,5,6,9,3,10,10,11,1,9,5,3,12,6,1,10,6,13,12,13,13,5,12,11,11,2,12,11,2,7,11,6,7,11,10,10,2,2,4,4,12,12,12,12,12,12,6,2,5,2,2,2,2,2,5,5,5,5
"370810H27-A",2,5,10,2,8,3,1,4,12,7,4,2,1,12,7,7,12,12,12,4,5,5,7,10,6,4,4,9,12,5,3,5,2,2,13,13,13,12,5,5,8,2,2,2,9,10,2,10,3,3,3,10,10,9,9,9,9,3,3,3,3
"37071000008",7,7,1,10,3,11,2,1,11,9,9,9,11,7,11,3,1,6,11,11,3,7,1,1,4,8,1,7,8,1,8,7,10,10,9,10,9,1,1,3,3,3,3,3,3,3,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10
"37071000007",7,7,1,10,3,11,2,1,11,9,9,9,11,7,11,3,1,6,11,11,3,7,1,1,4,8,1,7,8,1,8,7,10,10,9,10,9,1,1,3,3,3,3,3,3,3,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10
"37071000006",7,7,1,10,3,11,2,1,11,9,9,9,11,7,11,3,1,6,11,11,3,7,1,1,4,8,1,7,8,1,8,7,10,10,9,10,9,1,1,3,3,3,3,3,3,3,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10
"37071000005",7,7,1,10,3,11,2,1,11,9,9,9,11,7,11,3,1,6,11,11,3,7,1,1,4,8,1,7,8,1,8,7,10,10,9,10,9,1,1,3,3,3,3,3,3,3,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10
"37071000004",7,7,1,10,3,11,2,1,11,9,9,9,11,7,11,3,1,6,11,11,3,7,1,1,4,11,1,7,8,1,8,7,10,10,9,10,9,1,1,3,3,3,3,3,3,3,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10
"37071000003",7,7,1,10,3,11,2,1,11,9,9,9,11,7,11,3,1,6,11,11,3,7,1,1,4,8,1,7,8,1,8,7,10,10,9,10,9,1,1,3,3,3,3,3,3,3,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10
"37071000002",7,7,1,10,3,11,2,1,11,9,9,9,11,7,11,3,1,6,11,11,3,7,1,1,4,8,1,7,8,1,8,7,10,10,9,10,9,1,1,3,3,3,3,3,3,3,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10
"37071000001",7,7,1,10,3,11,2,1,11,9,9,9,11,7,11,3,1,6,11,11,3,7,1,1,4,8,1,7,8,1,8,7,10,10,9,10,9,1,1,3,3,3,3,3,3,3,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10
"37119000045",8,11,11,11,3,7,4,2,11,9,7,3,6,11,10,9,4,9,1,12,1,3,3,3,4,1,7,1,1,13,13,13,8,8,8,9,1,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,8,8,8,8,8,8,8,8
"37119000044",8,11,11,11,3,7,4,2,7,9,7,3,11,11,11,9,1,9,1,12,1,7,1,3,4,1,7,1,1,1,8,13,8,8,8,9,1,9,9,9,11,11,3,3,3,3,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10
"37119000043",8,11,11,11,3,7,4,2,7,9,7,3,11,11,10,9,1,9,11,12,1,7,1,3,4,1,7,1,1,13,13,13,8,8,8,9,1,1,1,3,11,11,11,11,11,11,11,11,11,11,11,11,11,8,8,8,8,8,8,8,8
"37119000042",8,11,11,11,3,7,4,2,7,9,7,3,11,7,11,9,1,9,11,12,1,7,1,1,4,1,1,1,1,1,8,7,10,10,8,10,9,1,1,3,3,3,3,3,3,3,3,3,8,8,10,10,10,10,10,10,10,10,10,10,10
"3711100NEBO",1,1,4,6,1,1,11,5,5,12,2,12,2,13,9,1,9,11,3,3,11,4,4,11,11,3,3,3,6,6,9,9,9,3,3,3,3,3,3,1,1,1,1,1,13,13,13,13,13,13,13,13,13,13,13,13,1,1,1,1,1
"37119000041",7,7,7,11,7,11,4,1,7,9,9,9,11,7,11,9,1,6,11,11,3,7,1,1,4,8,1,7,8,1,8,7,10,10,9,10,9,1,1,3,3,3,3,3,3,3,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10
"370810H27-B",2,5,10,2,8,3,1,4,12,7,4,2,1,12,7,7,12,12,12,4,5,5,7,10,6,4,4,9,12,5,3,5,2,2,13,13,13,12,5,5,8,2,2,2,9,10,2,10,3,3,3,10,10,9,9,9,9,9,9,9,9
"37119000040",8,11,11,11,7,11,4,1,11,9,9,9,11,7,11,9,1,6,11,11,3,7,1,1,4,8,1,1,1,1,8,7,10,10,9,10,9,1,1,3,3,3,3,3,3,3,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10
"37071000009",7,7,1,10,3,11,2,1,11,9,9,9,11,7,11,3,1,6,11,11,3,7,1,1,4,8,1,7,8,1,8,7,10,10,9,10,9,1,1,3,3,3,3,3,3,3,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10
"37025003-00",7,8,1,10,11,10,4,2,7,11,7,6,7,6,10,9,9,11,5,5,4,2,8,1,7,7,9,4,7,8,12,8,13,9,1,5,10,13,8,8,5,5,5,5,5,9,9,9,9,9,9,9,9,9,9,9,9,3,3,10,10
"37119000049",8,11,11,7,7,7,2,1,11,9,9,3,6,11,10,3,1,6,1,12,1,7,1,3,1,8,7,1,1,13,13,13,8,8,8,10,1,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,8,8,8,8,8,8,8,8
"37119000048",8,11,11,7,7,7,7,7,11,9,7,3,6,11,10,3,1,9,1,12,1,7,1,3,1,8,7,1,1,13,13,13,8,8,8,9,1,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,8,8,8,8,8,8,8,8
"37119000047",8,11,11,7,7,7,4,7,11,9,7,3,6,7,10,3,4,9,1,12,1,7,1,3,1,8,7,1,1,13,13,13,8,8,8,9,9,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,8,8,8,8,8,8,8,8
"37071000011",7,7,1,10,3,11,2,1,11,9,9,9,11,7,11,3,1,6,11,11,3,7,1,1,4,8,1,7,8,1,8,7,10,10,9,10,9,1,1,3,3,3,3,3,3,3,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10
"37119000046",8,11,11,7,7,7,4,2,11,9,7,3,11,7,10,3,4,9,1,12,1,7,1,3,1,1,1,1,1,13,13,13,8,8,8,9,1,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,8,8,8,8,8,8,8,8
"37071000010",7,7,1,10,3,11,2,1,11,9,9,9,11,7,11,3,1,6,11,11,3,7,1,1,4,8,1,7,8,1,8,7,10,10,9,10,9,1,1,3,3,3,3,3,3,3,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10
"37111GLENWD",1,1,4,6,1,1,11,5,5,12,2,12,13,13,2,2,2,2,3,3,11,4,4,11,11,3,3,3,6,6,9,9,9,3,3,3,3,3,3,1,1,1,1,1,13,13,13,13,13,13,13,13,13,13,13,13,1,1,1,1,1
"370630053-2",4,10,13,12,6,9,3,13,13,3,3,11,4,10,12,8,7,8,7,10,6,8,12,8,13,9,10,2,4,4,10,12,12,5,2,11,12,5,12,12,12,12,9,9,2,2,10,2,2,2,3,3,3,3,3,5,5,2,12,2,12
"370630053-1",4,10,13,12,6,9,3,13,13,3,3,11,4,10,12,8,7,8,7,10,6,8,12,8,13,9,10,2,4,2,10,12,12,5,2,11,12,5,12,12,12,12,9,9,2,2,10,2,2,2,2,2,5,5,5,5,5,2,12,2,12
"3717900017B",11,6,7,7,7,7,7,7,1,2,7,3,6,11,13,10,11,5,1,12,1,3,3,3,1,1,7,1,1,13,13,13,8,8,8,9,1,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,8,8,8,8,8,8,8,8
"3719909-SOU",1,1,4,6,1,1,11,11,5,12,2,12,13,2,2,2,2,2,3,3,11,4,11,11,11,3,3,3,6,6,9,3,3,3,3,3,3,3,3,1,1,1,1,1,13,13,13,13,13,13,13,13,13,13,13,13,1,1,1,1,1
"3717900017A",11,6,7,7,7,7,7,7,1,2,7,3,6,11,13,10,11,5,1,12,1,3,3,3,1,7,9,4,1,13,13,13,8,8,8,9,1,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,8,8,8,8,8,8,8,8
"37119000034",11,11,11,7,7,7,4,2,11,9,7,3,6,11,10,3,4,9,1,12,1,3,3,3,1,1,7,1,1,13,13,13,8,8,8,9,1,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,8,8,8,8,8,8,8,8
"37119000033",8,11,11,7,3,7,4,2,11,9,7,3,6,11,10,9,4,9,1,12,1,7,1,3,4,1,7,1,1,13,13,13,8,8,8,9,1,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,8,8,8,8,8,8,8,8
"37119000032",8,11,11,7,7,7,4,1,11,9,7,3,6,11,10,3,1,9,1,12,1,7,1,3,1,8,1,1,1,13,13,13,8,8,8,9,1,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,8,8,8,8,8,8,8,8
"37119000031",8,11,11,11,7,11,4,1,11,11,9,3,11,7,10,9,1,6,11,12,3,7,1,1,4,8,1,1,1,1,8,7,8,8,9,10,1,9,9,9,3,3,11,11,11,11,11,11,11,11,11,11,11,8,8,8,8,8,8,8,8
"37119000030",8,11,11,11,7,7,4,2,7,9,7,3,11,7,11,9,1,9,11,12,1,7,1,3,4,1,1,1,1,1,8,7,8,8,8,9,9,1,1,3,3,3,3,3,3,3,3,3,8,8,10,10,10,10,10,10,10,10,10,10,10
"37169000017",2,4,6,4,8,13,1,4,12,5,13,4,12,1,1,4,3,3,6,1,5,5,6,6,8,6,8,6,3,3,5,6,6,13,5,1,5,13,8,8,8,2,5,2,9,10,2,10,3,3,3,3,3,3,3,3,3,9,9,9,9
"37063000054",4,10,13,12,6,9,3,13,13,3,3,11,4,10,12,8,7,8,7,10,6,6,12,8,13,9,10,2,4,2,10,10,12,5,2,11,12,5,12,12,12,12,9,9,2,2,10,2,2,2,2,2,5,5,5,5,5,2,12,2,12
"37169000015",2,4,6,4,10,13,1,4,12,5,13,4,12,1,1,4,3,3,6,1,12,1,6,6,8,6,8,6,3,3,5,6,6,13,5,1,5,13,8,8,8,2,5,2,9,10,2,10,3,3,3,3,3,3,3,3,3,9,9,9,9
"37169000014",2,5,6,4,10,13,1,4,12,5,13,4,12,1,1,4,3,3,6,1,5,5,6,6,8,6,8,6,3,3,5,6,6,13,5,1,5,13,8,8,8,2,2,2,9,10,2,10,3,3,3,3,3,3,3,3,3,9,9,9,9
"37169000013",2,4,6,4,10,13,1,4,12,7,13,4,12,1,1,4,3,3,6,4,12,1,6,6,8,6,8,6,3,3,5,6,6,13,5,1,5,13,8,8,8,2,5,2,9,10,2,10,3,3,3,3,3,3,3,3,3,9,9,9,9
"3714500FLRI",10,10,5,4,6,9,3,13,4,4,3,11,4,10,4,11,7,8,4,10,8,8,10,12,12,13,12,2,11,4,4,12,5,7,11,2,4,7,7,6,6,9,12,6,4,4,4,4,4,4,4,4,4,4,4,4,4,12,2,12,2
"37169000012",2,4,6,4,10,13,1,4,12,5,13,4,12,1,1,4,3,3,6,4,12,1,6,6,8,6,8,6,3,3,5,6,6,13,5,1,5,13,8,8,8,2,2,2,9,10,2,10,3,3,3,3,3,3,3,3,3,9,9,9,9
"37119000039",8,11,11,7,3,11,4,1,11,11,9,9,11,11,10,9,1,6,11,11,3,7,1,1,4,8,7,7,8,1,8,13,8,8,9,9,1,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,8,8,8,8,8,8,8,8
"37169000011",2,4,6,6,10,12,12,4,12,5,13,4,12,1,1,4,3,3,6,4,12,1,6,6,8,6,8,6,3,3,5,6,6,13,5,1,5,13,8,8,5,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1,13,13,13,13,13
"37119000038",8,11,11,7,7,7,4,1,11,9,9,3,11,11,10,3,1,6,11,12,1,3,3,3,1,8,7,1,1,13,13,13,8,8,8,10,1,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,8,8,8,8,8,8,8,8
"37169000010",2,4,6,6,10,12,12,4,12,7,13,4,12,1,1,4,3,3,6,4,12,1,6,6,8,6,8,6,3,3,5,6,6,13,5,1,5,13,8,8,5,5,5,2,9,1,1,1,1,1,1,1,1,1,1,1,13,13,13,13,13
"37119000037",8,11,11,7,7,7,2,1,11,9,9,3,11,11,10,3,1,6,1,12,1,3,3,3,1,8,7,1,1,13,13,13,8,8,8,10,1,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,8,8,8,8,8,8,8,8
"37119000036",8,11,11,7,7,7,7,7,11,9,7,3,6,11,10,3,1,9,1,12,1,3,3,3,1,8,7,1,1,13,13,13,8,8,8,9,1,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,8,8,8,8,8,8,8,8
"371070000SH",9,3,3,13,2,5,6,10,6,8,11,5,9,8,5,13,6,1,9,9,9,13,9,13,2,12,11,11,13,7,7,2,7,11,6,7,2,2,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,12,4,4,4,7
"37119000035",8,11,11,7,7,7,4,2,11,9,7,3,6,11,10,3,4,9,1,12,1,3,3,3,1,8,7,1,1,13,13,13,8,8,8,9,1,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,8,8,8,8,8,8,8,8
"3703300YANC",10,5,10,4,6,3,5,12,4,4,4,11,1,12,7,11,7,8,4,10,8,8,10,12,12,13,12,2,11,4,4,12,2,2,13,13,13,12,5,5,8,2,2,2,9,10,2,10,3,3,3,3,3,3,3,3,3,9,9,9,9
"37081000H12",2,5,8,2,12,13,1,4,12,7,4,2,1,12,7,7,12,12,12,4,5,5,7,10,6,4,4,9,12,5,3,5,2,2,13,13,13,12,5,5,8,2,2,2,9,10,2,10,3,3,3,10,10,9,9,9,9,3,3,3,3
