"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000"
"37025012-12",13,5,5,5,7,7,7,11,10,6,1,4,4,5,3,3,11,13,13,13,7
"37025012-11",13,3,5,5,7,7,7,11,11,7,1,4,4,5,3,3,11,13,13,13,7
"37025012-10",10,3,5,5,7,7,7,11,11,7,1,4,4,5,3,3,11,13,13,13,7
"3700300T2T3",3,3,12,13,13,5,5,5,10,10,13,13,6,6,6,7,13,11,11,11,11
"3712500EKWD",6,6,7,11,8,6,12,2,3,4,11,1,1,10,11,12,9,4,7,4,4
"371370005AP",1,9,14,1,14,3,3,1,4,2,12,14,12,1,1,9,14,14,12,14,14
"3704300TUSQ",2,4,13,4,2,13,13,13,6,5,6,6,13,13,13,8,8,8,8,8,8
"37191000001",8,7,11,14,14,4,4,4,7,9,9,2,9,11,12,14,14,14,12,14,14
"3715900019A",13,3,5,5,7,11,11,11,11,7,1,4,4,5,3,3,11,13,13,13,7
"370510G3A-2",6,6,7,11,8,6,12,2,3,4,11,1,2,9,9,2,10,2,2,2,2
"37167000022",10,5,10,10,4,10,10,14,11,7,1,4,4,5,3,3,11,13,13,13,7
"370510G3A-1",6,6,7,11,8,6,12,2,3,4,11,1,2,9,9,2,10,2,2,2,2
"37167000021",10,5,10,10,4,10,10,14,11,7,1,4,4,5,3,3,11,13,13,13,7
"3700100003S",12,14,8,3,10,14,9,9,14,11,3,7,1,10,14,12,9,9,9,9,1
"37115GRAPEV",2,4,13,4,2,13,13,13,6,5,6,6,13,13,13,8,8,8,8,8,8
"37167000020",10,5,10,10,4,10,10,14,11,7,1,4,4,5,3,3,11,13,13,13,7
"37183004-05",11,11,3,7,6,9,6,12,1,3,4,9,7,14,11,12,9,4,7,4,4
"37125000WND",6,6,7,11,8,12,12,2,3,11,11,7,1,10,11,12,9,4,7,4,4
"37191000029",8,7,11,14,14,4,4,4,7,9,9,2,9,2,9,10,14,14,12,14,14
"37183004-04",11,8,3,7,6,9,6,12,1,3,4,11,7,14,11,12,9,4,7,4,4
"3700100003N",12,14,8,3,10,14,9,9,14,11,3,7,1,10,14,11,4,9,9,9,1
"37191000028",8,7,11,14,14,4,4,4,7,9,9,2,9,2,9,10,14,14,12,14,14
"37183004-03",11,8,3,7,6,1,6,12,1,3,4,11,11,14,11,12,9,4,7,4,4
"37191000027",7,7,11,14,14,4,4,4,7,9,9,2,9,2,9,10,14,14,12,14,14
"370210044.1",2,4,13,4,2,13,13,13,6,5,6,6,13,13,13,8,8,8,8,8,8
"37183004-02",11,8,3,7,6,9,6,12,1,3,4,11,11,14,11,12,9,4,7,4,4
"37191000026",7,7,11,14,14,4,4,4,7,9,9,2,9,2,9,10,14,14,12,14,14
"37183004-01",11,8,9,7,6,9,6,12,1,3,4,9,7,14,11,12,9,4,7,4,4
"37167000028",10,5,10,10,4,10,10,14,11,7,1,4,4,5,3,3,11,13,13,13,7
"37191000024",7,7,11,14,14,4,4,4,7,9,9,2,9,2,9,10,14,14,12,14,14
"3716300CLNE",7,7,11,14,8,6,4,4,3,12,2,2,9,2,9,10,2,10,10,10,10
"37167000027",10,5,10,10,4,10,10,14,11,7,1,4,4,5,3,3,11,13,13,13,7
"37167000026",10,5,10,10,4,10,10,14,11,7,1,4,4,5,3,3,11,13,13,13,7
"37167000025",10,5,10,10,4,10,10,14,11,7,1,4,4,5,3,3,11,13,13,13,7
"3700100003W",12,14,8,3,10,14,9,9,14,11,3,7,1,10,14,11,4,9,9,9,1
"37167000024",10,5,10,10,4,10,10,14,11,7,1,4,4,5,3,3,11,13,13,13,7
"37167000023",10,5,10,10,4,10,10,14,11,7,1,4,4,5,3,3,11,13,13,13,7
"37025012-03",13,3,5,5,7,7,7,11,11,7,1,4,4,5,3,3,11,13,13,13,7
"370810NWASH",12,12,2,12,10,14,9,8,2,11,3,3,3,7,4,4,7,7,4,7,3
"37023000066",3,13,12,13,13,5,5,5,10,10,10,13,6,6,6,7,13,3,11,11,11
"37023000065",3,13,12,13,13,5,5,5,10,10,10,13,6,6,6,7,13,3,11,11,11
"37123000STA",10,5,10,10,4,10,10,14,11,11,1,4,4,5,3,3,11,13,13,13,7
"37023000064",3,13,12,13,13,5,5,5,10,10,10,13,6,6,6,7,13,3,11,11,11
"37023000062",3,13,12,13,13,5,5,5,10,5,10,13,6,6,6,7,13,3,11,11,11
"37025012-09",13,5,5,5,7,7,7,11,10,6,1,4,4,5,3,3,11,13,13,13,7
"37147001501",1,9,11,1,1,3,3,1,4,2,12,14,12,1,1,9,14,14,12,14,14
"37025012-08",13,5,5,5,7,7,7,11,10,6,1,4,4,5,3,3,11,13,13,13,7
"37025012-06",13,3,5,5,7,7,7,11,11,7,1,4,4,5,3,3,11,13,13,13,7
"37025012-05",13,3,5,5,7,7,7,11,11,7,1,4,4,5,3,3,11,13,13,13,7
"37025012-04",13,3,5,5,7,7,7,11,11,7,1,4,4,5,3,3,11,13,13,13,7
"37147001509",1,7,11,1,1,3,3,1,4,2,12,14,12,1,1,9,14,14,12,14,14
"37147001507",1,7,11,1,1,3,3,1,4,2,12,14,12,1,1,9,14,14,12,14,14
"37147001506",1,7,11,1,1,3,3,1,4,2,12,14,12,1,1,9,14,14,12,14,14
"37191000018",8,7,11,14,14,4,4,4,7,9,9,2,9,2,9,10,14,14,12,14,14
"37191000017",8,7,11,14,14,4,4,4,7,9,9,2,9,2,9,10,14,14,12,14,14
"37023000070",3,13,12,13,13,5,5,5,10,10,10,13,6,6,6,7,13,3,11,11,11
"3714100LT18",7,7,1,9,9,8,4,3,12,12,2,2,9,2,2,10,2,10,10,10,10
"37191000016",7,7,11,14,14,4,4,4,7,9,9,2,9,2,9,10,14,14,12,14,14
"3712700P06A",9,1,14,14,1,4,14,4,7,9,9,12,14,12,10,1,12,1,1,1,9
"37147001503",1,1,11,1,1,3,3,1,4,2,12,14,12,1,1,9,14,14,12,14,14
"37191000015",8,7,11,14,14,3,4,4,7,9,9,2,9,2,9,10,14,14,12,14,14
"37191000014",8,7,11,14,14,3,4,4,7,9,9,2,9,2,9,10,14,14,12,14,14
"37067000405",13,12,4,2,5,11,11,8,13,13,13,10,10,3,7,6,6,6,6,6,13
"37191000013",8,7,11,14,14,3,4,4,7,9,9,2,9,2,9,10,14,14,12,14,14
"37067000404",13,12,4,2,5,11,11,8,13,13,13,10,10,3,7,6,6,6,6,6,13
"3712500WKWD",6,6,7,11,8,6,12,2,3,4,11,7,1,10,11,12,9,4,7,4,4
"3707700EAOX",11,8,8,8,3,1,14,12,7,9,9,9,14,12,10,1,12,1,1,1,9
"37067000403",14,13,4,2,5,11,11,8,13,13,13,10,10,3,7,6,6,6,6,6,13
"37067000402",14,13,4,2,5,11,11,8,13,13,13,10,10,3,7,6,6,6,6,6,13
"37067000401",14,12,4,2,5,11,11,8,13,13,13,3,3,3,7,6,6,6,6,6,13
"3713300HN14",7,9,1,9,9,8,4,3,12,12,2,14,9,2,2,9,2,10,10,10,10
"37175000TC1",2,4,13,4,2,13,13,13,6,5,6,6,13,13,13,8,8,8,8,8,8
"3703100ATSL",1,9,1,1,14,3,3,1,4,2,12,14,12,1,1,9,14,14,12,14,14
"371150SANDY",2,4,13,4,2,13,13,13,6,5,6,6,13,13,13,8,8,8,8,8,8
"37175000TC7",2,4,13,4,2,13,13,13,6,5,6,6,13,13,13,8,8,8,8,8,8
"3719700EBND",3,13,4,2,12,11,11,14,13,13,13,10,10,3,7,6,6,6,6,6,13
"37191000023",8,7,11,14,14,4,4,4,7,9,9,2,9,2,9,10,14,14,12,14,14
"37191000022",8,7,11,14,14,3,4,4,7,9,9,2,9,2,9,10,14,14,12,14,14
"37191000021",8,7,11,14,14,4,4,4,7,9,9,2,9,2,9,10,14,14,12,14,14
"3703100MASM",1,9,1,1,14,3,3,1,4,2,12,14,12,1,1,9,14,14,12,14,14
"3712700P05A",9,1,14,14,1,4,14,4,7,9,9,12,14,12,10,1,12,1,1,1,9
"370970000CD",3,3,12,13,7,5,7,5,10,10,13,13,6,6,6,7,13,11,11,11,11
"3719905-GRE",2,4,13,4,2,13,13,13,6,5,6,6,13,13,13,8,8,8,8,8,8
"3708700BE56",2,4,13,4,2,13,13,13,6,5,6,6,13,13,13,8,8,8,8,8,8
"371570000IR",14,14,8,8,10,14,9,8,2,1,7,3,3,7,14,11,4,9,9,9,1
"3719700DCRK",3,13,4,2,12,11,11,14,13,13,13,10,10,3,7,6,6,6,6,6,13
"370210050.1",2,4,13,4,2,13,13,13,6,5,6,6,13,13,13,8,8,8,8,8,8
"370970000CS",3,3,12,2,7,5,7,14,10,13,13,13,6,6,6,7,13,11,11,11,11
"3706100KENA",7,7,1,14,8,4,4,1,7,12,2,2,9,2,9,10,14,14,12,14,14
"37001000011",12,14,8,3,10,14,9,9,14,11,3,7,1,10,14,11,4,9,9,9,1
"37081000RC2",12,12,2,12,5,14,9,9,14,1,7,7,1,7,4,4,7,7,4,7,3
"37081000RC1",12,12,2,12,5,14,9,8,2,11,3,3,3,7,4,4,7,7,4,7,3
"3710900LS12",4,2,6,13,13,2,5,6,5,10,10,13,6,6,6,7,13,3,11,11,11
"371170000BG",1,9,14,1,1,3,14,1,4,2,12,14,14,12,10,1,12,1,1,1,9
"370210022.2",2,4,13,4,2,13,13,13,6,5,6,6,13,13,13,8,8,8,8,8,8
"3712700P08A",9,1,14,14,1,4,14,4,7,9,9,12,14,12,10,1,12,1,1,1,9
"371490TR123",2,4,12,13,13,13,13,13,10,5,10,6,13,13,13,8,8,8,3,3,6
"37001000013",12,14,8,3,10,14,9,9,14,11,3,7,1,10,14,11,4,9,9,9,1
"37125000BEN",6,11,9,3,4,12,8,14,14,11,11,7,1,10,11,12,9,4,7,4,4
"3703100BFT2",1,9,1,1,14,3,3,1,4,2,12,14,12,1,1,9,14,14,12,14,14
"3703100BFT1",1,9,1,1,14,3,3,1,4,2,12,14,12,1,1,9,14,14,12,14,14
"3710900LB34",4,2,6,13,13,2,7,6,5,10,10,13,6,6,6,7,13,3,11,11,11
"3708300CONC",9,1,14,14,1,4,14,4,7,2,9,12,14,12,10,1,12,1,1,1,9
"3705100LR63",6,6,7,11,8,6,12,2,3,4,11,1,2,9,9,2,10,2,2,2,2
"3705500KTHK",1,9,14,1,1,3,3,1,4,2,12,14,14,1,1,1,12,1,1,1,9
"370970000FT",3,3,12,2,7,5,7,14,10,10,10,13,6,6,6,7,13,11,11,11,11
"37001000001",12,14,8,3,10,14,9,9,14,11,3,7,1,10,14,12,9,4,7,4,4
"3708100H29B",14,12,2,12,5,12,8,8,2,1,7,3,3,7,4,4,7,7,4,7,3
"3716300GIDD",7,7,11,14,8,4,4,4,3,12,2,2,9,2,9,10,2,10,10,10,10
"3708100H29A",14,12,2,12,5,12,8,9,14,1,7,3,3,7,4,4,7,7,4,7,3
"37005000004",3,13,4,2,12,5,5,5,13,13,13,10,10,3,7,6,6,6,6,6,13
"3712700P07A",9,1,14,14,1,4,14,4,7,9,9,12,14,12,10,1,12,1,1,1,9
"37005000001",3,13,4,2,12,5,5,5,13,13,13,10,10,3,7,6,6,6,6,6,13
"37001000007",12,14,8,3,10,14,9,9,14,11,3,7,1,10,14,11,4,9,9,9,1
"370030000B1",3,3,12,13,13,5,5,5,10,10,13,13,6,6,6,7,13,11,11,11,11
"37001000005",12,14,8,3,10,14,9,9,14,11,3,7,1,10,14,11,4,9,9,9,1
"37025001-02",10,5,5,5,7,7,7,11,11,7,1,4,4,5,3,3,11,13,13,13,7
"37001000004",12,14,8,3,10,14,9,9,14,11,3,7,1,10,14,11,4,9,9,9,1
"37001000002",12,14,8,3,10,14,9,9,14,11,3,7,1,10,14,12,9,4,7,4,4
"370970000EM",3,3,12,2,7,5,7,14,10,13,13,13,6,6,6,7,13,11,11,11,11
"3719700SLIB",3,13,4,2,12,11,11,14,13,13,13,10,10,3,7,6,6,6,6,6,13
"37025001-08",10,5,5,5,7,7,7,11,11,7,1,4,4,5,3,3,11,13,13,13,7
"37025001-07",10,5,5,5,7,7,7,11,10,6,1,4,4,5,3,3,11,13,13,13,7
"370030000B2",3,3,12,13,13,5,5,5,10,10,13,13,6,6,6,7,13,11,11,11,11
"37025001-04",10,5,5,5,7,7,7,11,10,6,1,4,4,5,3,3,11,13,13,13,7
"37125000EWD",6,6,7,11,8,6,12,2,3,4,11,7,1,10,11,12,9,4,7,4,4
"37143BETHEL",1,9,14,1,1,3,14,1,4,2,12,12,14,1,1,1,12,1,1,1,9
"3719300113A",3,13,4,2,12,5,5,5,13,13,13,10,10,3,7,6,6,6,6,6,13
"370970DV2-A",4,3,12,2,7,5,7,14,10,10,10,13,6,6,6,7,13,11,11,11,11
"3708500PR16",6,1,7,11,8,6,12,2,3,4,3,1,2,9,9,2,10,2,2,2,2
"370070WADES",5,5,10,10,4,10,10,10,11,7,1,4,4,5,3,3,11,13,13,13,7
"3719903-EGY",2,4,13,4,2,13,13,13,6,5,6,6,13,13,13,8,8,8,8,8,8
"37155000041",6,6,7,11,8,8,12,2,3,4,11,1,2,9,2,2,10,2,2,2,2
"37155000040",6,6,7,11,8,8,12,2,3,4,11,1,2,9,2,2,10,2,2,2,2
"3703100BOGU",1,9,1,1,14,3,3,1,12,2,12,14,12,1,1,9,14,14,12,14,14
"3714500HLWY",12,14,8,8,3,14,14,12,2,9,9,9,14,10,14,11,4,9,9,9,1
"370970DV2-B",4,3,12,2,7,7,7,14,10,10,10,13,6,6,6,7,13,11,11,11,11
"37183016-06",8,11,9,7,6,9,1,7,9,14,14,11,11,11,11,14,9,12,14,12,12
"37183016-05",8,11,9,7,6,9,1,7,9,14,14,11,11,11,11,14,9,12,14,12,12
"37183016-04",8,11,9,7,14,1,1,7,9,14,14,11,11,11,11,14,9,12,14,12,12
"37183016-03",8,11,9,7,6,9,1,7,9,14,14,11,11,11,11,14,9,12,14,12,12
"37183016-02",8,11,9,7,6,1,1,7,9,14,14,11,11,11,12,14,9,12,14,12,12
"37183016-01",8,11,9,7,6,1,1,7,9,14,14,11,11,11,12,14,1,12,14,12,12
"3708500PR01",6,1,7,11,8,6,12,2,3,4,3,1,2,9,9,2,10,2,2,2,2
"370210041.1",2,4,13,4,2,13,13,13,6,5,6,6,13,13,13,8,8,8,8,8,8
"3703100IBSP",1,9,1,1,14,3,3,1,12,2,12,14,12,1,1,9,14,14,12,14,14
"3708500PR08",8,1,11,11,6,9,6,2,3,4,11,1,2,9,9,2,10,2,2,2,2
"3708500PR07",8,1,7,11,14,6,12,2,3,4,11,1,2,9,9,2,10,2,2,2,2
"37155000034",6,6,7,11,4,10,12,2,3,4,11,1,2,9,2,2,10,2,2,2,2
"37155000033",6,6,7,11,8,6,12,2,3,4,11,1,2,9,2,2,10,2,2,2,2
"3719908-CRA",2,4,13,4,2,13,13,13,6,5,6,6,13,13,13,8,8,8,8,8,8
"3703100CISL",1,9,1,1,14,3,3,1,4,2,12,14,12,1,1,9,14,14,12,14,14
"37155000030",6,6,7,11,8,6,12,2,3,4,11,1,2,9,2,2,10,2,2,2,2
"370830BUTWD",9,1,14,14,1,4,14,4,7,2,9,12,14,12,10,1,12,1,1,1,9
"37131SEABOA",9,9,14,14,1,4,14,4,7,2,9,12,14,12,10,1,12,1,1,1,9
"37025001-11",10,5,5,5,7,7,7,11,10,6,1,4,4,5,3,3,11,13,13,13,7
"37025001-10",13,5,5,5,7,7,7,11,10,6,1,4,4,5,3,3,11,13,13,13,7
